Diagnóstico principal (CIE10MC);Sexo;Motivo del alta;Total
1906 Otros traumatismos  S10-S51, S53-S71, S73-S81, S83-T14, T79;Hombres;otras causas;1.194
1906 Otros traumatismos  S10-S51, S53-S71, S73-S81, S83-T14, T79;Mujeres;total;49.679
1906 Otros traumatismos  S10-S51, S53-S71, S73-S81, S83-T14, T79;Mujeres;curación o mejoría;44.179
1906 Otros traumatismos  S10-S51, S53-S71, S73-S81, S83-T14, T79;Mujeres;traslado a otros centros;4.181
1906 Otros traumatismos  S10-S51, S53-S71, S73-S81, S83-T14, T79;Mujeres;fallecimiento;698
1906 Otros traumatismos  S10-S51, S53-S71, S73-S81, S83-T14, T79;Mujeres;otras causas;622
1907 Quemaduras T20-T32;Ambos sexos;total;2.745
1907 Quemaduras T20-T32;Ambos sexos;curación o mejoría;2.427
1907 Quemaduras T20-T32;Ambos sexos;traslado a otros centros;175
1907 Quemaduras T20-T32;Ambos sexos;fallecimiento;94
1907 Quemaduras T20-T32;Ambos sexos;otras causas;50
1907 Quemaduras T20-T32;Hombres;total;1.768
1907 Quemaduras T20-T32;Hombres;curación o mejoría;1.546
1907 Quemaduras T20-T32;Hombres;traslado a otros centros;125
1907 Quemaduras T20-T32;Hombres;fallecimiento;55
1907 Quemaduras T20-T32;Hombres;otras causas;42
1907 Quemaduras T20-T32;Mujeres;total;977
1907 Quemaduras T20-T32;Mujeres;curación o mejoría;880
1907 Quemaduras T20-T32;Mujeres;traslado a otros centros;50
1907 Quemaduras T20-T32;Mujeres;fallecimiento;39
1907 Quemaduras T20-T32;Mujeres;otras causas;8
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Ambos sexos;total;17.149
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Ambos sexos;curación o mejoría;14.273
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Ambos sexos;traslado a otros centros;1.850
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Ambos sexos;fallecimiento;356
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Ambos sexos;otras causas;671
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Hombres;total;7.318
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Hombres;curación o mejoría;6.076
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Hombres;traslado a otros centros;711
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Hombres;fallecimiento;180
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Hombres;otras causas;352
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Mujeres;total;9.832
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Mujeres;curación o mejoría;8.197
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Mujeres;traslado a otros centros;1.140
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Mujeres;fallecimiento;176
1908 Envenenamientos por drogas, medicamentos y sustancias biológicas y efectos tóxicos de sustancias principalmente no medicamentosas con respecto a su origen T36-T65;Mujeres;otras causas;319
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Ambos sexos;total;98.451
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Ambos sexos;curación o mejoría;88.685
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Ambos sexos;traslado a otros centros;6.164
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Ambos sexos;fallecimiento;2.288
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Ambos sexos;otras causas;1.313
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Hombres;total;51.747
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Hombres;curación o mejoría;46.027
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Hombres;traslado a otros centros;3.584
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Hombres;fallecimiento;1.334
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Hombres;otras causas;803
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Mujeres;total;46.704
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Mujeres;curación o mejoría;42.659
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Mujeres;traslado a otros centros;2.580
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Mujeres;fallecimiento;954
1909 Complicaciones de cuidados quirúrgicos y médicos no clasificados bajo otros conceptos T80-T88;Mujeres;otras causas;511
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Ambos sexos;total;10.290
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Ambos sexos;curación o mejoría;8.179
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Ambos sexos;traslado a otros centros;691
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Ambos sexos;fallecimiento;1.251
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Ambos sexos;otras causas;169
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Hombres;total;5.456
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Hombres;curación o mejoría;4.451
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Hombres;traslado a otros centros;360
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Hombres;fallecimiento;560
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Hombres;otras causas;85
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Mujeres;total;4.835
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Mujeres;curación o mejoría;3.728
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Mujeres;traslado a otros centros;332
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Mujeres;fallecimiento;691
1911 Otros efectos y efectos no especificados de causas externas Resto de S00-T88;Mujeres;otras causas;84
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Ambos sexos;total;111.166
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Ambos sexos;curación o mejoría;100.145
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Ambos sexos;traslado a otros centros;3.680
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Ambos sexos;fallecimiento;5.983
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Ambos sexos;otras causas;1.358
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Hombres;total;45.520
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Hombres;curación o mejoría;39.677
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Hombres;traslado a otros centros;1.958
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Hombres;fallecimiento;3.213
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Hombres;otras causas;672
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Mujeres;total;65.647
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Mujeres;curación o mejoría;60.468
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Mujeres;traslado a otros centros;1.723
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Mujeres;fallecimiento;2.770
2100 FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS Z00-Z99;Mujeres;otras causas;686
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Ambos sexos;total;2.233
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Ambos sexos;curación o mejoría;2.169
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Ambos sexos;traslado a otros centros;35
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Ambos sexos;fallecimiento;2
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Ambos sexos;otras causas;27
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Hombres;total;1.217
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Hombres;curación o mejoría;1.181
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Hombres;traslado a otros centros;20
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Hombres;fallecimiento;2
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Hombres;otras causas;14
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Mujeres;total;1.015
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Mujeres;curación o mejoría;988
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Mujeres;traslado a otros centros;15
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Mujeres;fallecimiento;..
2101 Observación y evaluación por sospecha de enfermedades no encontradas Z03;Mujeres;otras causas;13
2102 Asistencia anticonceptiva Z30;Ambos sexos;total;1.921
2102 Asistencia anticonceptiva Z30;Ambos sexos;curación o mejoría;1.899
2102 Asistencia anticonceptiva Z30;Ambos sexos;traslado a otros centros;5
2102 Asistencia anticonceptiva Z30;Ambos sexos;fallecimiento;4
2102 Asistencia anticonceptiva Z30;Ambos sexos;otras causas;12
2102 Asistencia anticonceptiva Z30;Hombres;total;198
2102 Asistencia anticonceptiva Z30;Hombres;curación o mejoría;192
2102 Asistencia anticonceptiva Z30;Hombres;traslado a otros centros;..
2102 Asistencia anticonceptiva Z30;Hombres;fallecimiento;4
2102 Asistencia anticonceptiva Z30;Hombres;otras causas;2
2102 Asistencia anticonceptiva Z30;Mujeres;total;1.723
2102 Asistencia anticonceptiva Z30;Mujeres;curación o mejoría;1.707
2102 Asistencia anticonceptiva Z30;Mujeres;traslado a otros centros;5
2102 Asistencia anticonceptiva Z30;Mujeres;fallecimiento;..
2102 Asistencia anticonceptiva Z30;Mujeres;otras causas;10
2103 Recién nacidos con vida según el tipo de parto Z38;Ambos sexos;total;3.961
2103 Recién nacidos con vida según el tipo de parto Z38;Ambos sexos;curación o mejoría;3.400
2103 Recién nacidos con vida según el tipo de parto Z38;Ambos sexos;traslado a otros centros;15
2103 Recién nacidos con vida según el tipo de parto Z38;Ambos sexos;fallecimiento;..
2103 Recién nacidos con vida según el tipo de parto Z38;Ambos sexos;otras causas;546
2103 Recién nacidos con vida según el tipo de parto Z38;Hombres;total;1.978
2103 Recién nacidos con vida según el tipo de parto Z38;Hombres;curación o mejoría;1.701
2103 Recién nacidos con vida según el tipo de parto Z38;Hombres;traslado a otros centros;10
2103 Recién nacidos con vida según el tipo de parto Z38;Hombres;fallecimiento;..
2103 Recién nacidos con vida según el tipo de parto Z38;Hombres;otras causas;267
2103 Recién nacidos con vida según el tipo de parto Z38;Mujeres;total;1.983
2103 Recién nacidos con vida según el tipo de parto Z38;Mujeres;curación o mejoría;1.699
2103 Recién nacidos con vida según el tipo de parto Z38;Mujeres;traslado a otros centros;5
2103 Recién nacidos con vida según el tipo de parto Z38;Mujeres;fallecimiento;..
2103 Recién nacidos con vida según el tipo de parto Z38;Mujeres;otras causas;279
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Ambos sexos;total;35.633
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Ambos sexos;curación o mejoría;27.771
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Ambos sexos;traslado a otros centros;1.888
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Ambos sexos;fallecimiento;5.694
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Ambos sexos;otras causas;280
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Hombres;total;20.432
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Hombres;curación o mejoría;16.164
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Hombres;traslado a otros centros;1.034
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Hombres;fallecimiento;3.056
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Hombres;otras causas;178
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Mujeres;total;15.201
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Mujeres;curación o mejoría;11.607
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Mujeres;traslado a otros centros;854
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Mujeres;fallecimiento;2.638
2104 Otra atención médica (incluyendo sesiones de radioterapia y quimioterapia) Z51;Mujeres;otras causas;102
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Ambos sexos;total;67.418
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Ambos sexos;curación o mejoría;64.906
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Ambos sexos;traslado a otros centros;1.737
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Ambos sexos;fallecimiento;283
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Ambos sexos;otras causas;492
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Hombres;total;21.694
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Hombres;curación o mejoría;20.439
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Hombres;traslado a otros centros;893
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Hombres;fallecimiento;151
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Hombres;otras causas;211
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Mujeres;total;45.725
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Mujeres;curación o mejoría;44.467
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Mujeres;traslado a otros centros;844
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Mujeres;fallecimiento;132
2105 Otros factores que influyen en el estado de salud y contacto con los servicios sanitarios Resto de Z00-Z99;Mujeres;otras causas;281
ALTAS SIN DIAGNÓSTICOS;Ambos sexos;total;10.617
ALTAS SIN DIAGNÓSTICOS;Ambos sexos;curación o mejoría;7.929
ALTAS SIN DIAGNÓSTICOS;Ambos sexos;traslado a otros centros;644
ALTAS SIN DIAGNÓSTICOS;Ambos sexos;fallecimiento;1.685
ALTAS SIN DIAGNÓSTICOS;Ambos sexos;otras causas;359
